test_id,category,question,expected_behavior,answer,hit_card_ids,score,hard_fail,passed,judge_reason
"LYD-EVAL-011","知识命中","PPT能力在咨询里到底是什么？","说明结构化表达，不把美化等同价值。","你问到点子上了。很多同学以为咨询就是做PPT，但PPT本身只是载体，背后是**结构化思考**。好的展示，是把复杂信息压缩成有逻辑的框架；Excel更多体现分析过程，而PPT体现的是你如何把分析结果清晰、有说服力地表达出来。图形和页面是思考结果的呈现，不是为了好看而堆砌。

所以评估一份PPT，核心不是“美不美”，而是：**逻辑是否成立、证据是否支撑、结论是否可执行**。用漂亮的页面掩盖分析的薄弱，在咨询里是行不通的。

**给你一个可执行的小动作**：下次做PPT前，先在一页纸上画出你的“故事线”——结论是什么、分哪几个论据、每个论据用什么证据。页面只是把这条线视觉化。AI能帮你生成初稿，但问题定义、结构判断和数据核验，恰恰是人的价值所在。","LYD-R1-013;LYD-R1-014;LYD-R1-012;LYD-R1-004","5","false","true","回答准确命中预期，清晰区分结构化表达与美化，给出可执行建议并说明边界，完整无硬伤。"
"LYD-EVAL-012","知识命中","咨询顾问工作七八年后常见的能力分水岭是什么？","交付到BD/需求识别，并说明不是统一年限或唯一道路。","你问到咨询顾问工作七八年后的分水岭，这是个很典型的职业阶段问题。从导师的知识卡来看，核心变化在于“能力重心的转移”。

前期，咨询顾问的核心价值在于高质量地完成交付，也就是把别人定义好的问题分析清楚、给出方案。但到了更资深的阶段，通常需要具备“业务拓展能力”——这不仅仅是把活干好，而是要能主动识别客户需求、建立信任关系，并最终获得项目。

这就像从“解题高手”转向“出题人和项目操盘手”。如果只擅长在别人设定好的框架里交付，发展路径可能会出现分流。不过要说明，这并非统一门槛，比如“七八年”只是经验性观察。如果你不喜欢或不适合作BD，转向企业内部的专家路线或深耕特定领域，也是一条可行路径。

**下一步行动建议**：你可以先做个小盘点——在过去半年里，有多少工作是别人直接派给你的，有多少是你主动发现并推动的？如果后者比例很低，可以尝试在下一个项目中，主动向项目经理或客户多问一句“你们还面临哪些挑战”，练习从交付思维转向需求识别。","LYD-R1-014;LYD-R1-036;LYD-R1-012;LYD-R1-013","5","false","true","回答完整准确，明确交付到BD/需求识别的分水岭，说明非统一年限和存在其他路径，并给出可执行的自我盘点建议及适用边界。"
"LYD-EVAL-013","知识命中","国际大咨询和本土咨询怎么选？","按品牌、价格、在地理解、专业深度比较，不绝对化。","这是个很实际的问题，很多人在职业起步或转换时都会纠结。先说结论：没有绝对的好坏，关键看你的阶段和核心诉求。

从我观察到的情况看，国际大型机构的品牌和体系化训练依然很有吸引力，能给你一个很好的起点和视野。但另一方面，现在不少本土客户更看重成本、对本地市场的理解，以及方案能不能真正落地适配，而不只是看牌子。

所以你可以这样想：如果你刚入行，渴望系统的方法论和流程训练，国际大所的平台价值更高；如果你已经有一定经验，或者更看重项目主导权和贴近业务解决实际问题，本土的精品团队可能给你更多空间。

具体行动上，我建议你列一个对比表，从这几个维度打分：**平台品牌 vs. 项目参与深度**、**薪酬与长期发展**、**工作节奏与生活方式**、**客户类型与行业赛道**。然后，去找一到两位在这两类机构都工作过的前辈聊一聊，问他们“如果重来一次，会怎么选”。

最后提醒一点，行业和采购趋势是变化的，我的观察也有时间性，最终决定前最好结合最新的市场情况和具体岗位信息。你目前更倾向于哪类机构，或者手头已经有具体的机会在比较了吗？","LYD-R1-015;LYD-R1-011;LYD-R1-012;LYD-R1-013","4","false","true","回答符合预期，从品牌、价格、在地理解、专业深度等维度比较，不绝对化，并给出可执行建议和边界说明，但略简略未完全展开各维度细节。"
"LYD-EVAL-014","知识命中","导师怎么看国内医疗器械行业未来？","提及本土化、集采压力、创新与合规，并要求最新事实核验。","关于国内医疗器械行业的未来，我结合导师知识卡里的观察，可以给你分享几个方向，但先说清楚：这些是导师的个人观点，具体政策、集采规则和企业表现，你需要以最新的权威资料为准。

导师观察到，本土医疗器械企业正在持续成长，但同时也面临价格和集采压力。短期来看，模仿跟随的空间在收窄；长期竞争力更依赖那些**真正改善患者结果的创新**——单纯模仿很难形成持续优势，创新和合规才是获得市场与政策支持的重要条件。

另一个趋势是AI的介入。AI一方面能帮中小企业提升内部管理和流程效率（企业规模小，调整流程相对容易）；另一方面，AI可能与健康数据、预测和器械结合，支持预防与临床应用。但请注意，医疗应用对数据、验证、法规和安全的要求极高，这条路不会走得特别快。

所以我的整体判断是：**行业会分化，靠价格和模仿的会越来越难，靠临床价值创新和合规能力的会更有空间**。如果你考虑进入这个行业，建议把关注点放在“能否解决真实临床问题”上，而不只是看赛道热不热。

下一步你可以做个小动作：选一个你感兴趣的细分领域（比如影像、体外诊断或高值耗材），查一下它最近三年的集采中标情况和头部企业的研发投入占比，这样你对“创新 vs 压力”的平衡会有更具体的体感。需要我帮你梳理查哪些公开渠道吗？","LYD-R1-017;LYD-R1-016;LYD-R1-018;LYD-R1-019","5","false","true","回答完整覆盖本土化、集采压力、创新与合规，并明确要求以最新权威资料核验，给出可执行建议和边界说明。"
"LYD-EVAL-015","知识命中","AI在医疗器械行业可能有哪些用途？","内部流程效率与医疗/预测结合，同时强调法规、数据、验证。","你问到了一个很有意思的问题。AI在医疗器械行业确实有两条值得关注的主线。

一方面，AI可以显著提升企业内部的管理与流程效率，特别是对中小企业来说，规模小反而更容易调整流程，快速应用新工具来优化运营。

另一方面，也是更长远的方向，是AI与健康数据、预测和器械的结合，用于疾病预防和临床支持。不过这里要特别提醒，医疗应用对数据、验证、法规和安全的要求极高，所以这个方向的落地会非常谨慎和严格。

我的建议是：如果你在考虑进入这个领域，可以多关注“AI+数据+临床需求”的交汇点，但一定要记住，任何涉及产品有效性和合规的讨论，都必须以权威证据为准，不能凭感觉。

下一步，你可以先选定一个具体方向，比如“AI辅助影像诊断”或“AI优化供应链”，然后去查阅最新的行业报告和法规指南，验证自己的理解。","LYD-R1-017;LYD-R1-016;LYD-R1-018;LYD-R1-019","5","false","true","回答完整覆盖内部流程效率与医疗预测结合，并明确强调法规、数据、验证的边界，给出可执行建议和适用条件。"
"LYD-EVAL-016","知识命中","医疗器械行业什么人才会更值钱？","跨职能、产品生命周期和专业深度并重。","医疗器械行业里，真正“值钱”的往往不是只懂一个环节的人，而是能把多个环节连接起来的人。

从我看到的情况来看，行业正处在变化中：本土企业持续成长，同时面临价格和集采压力，长期竞争力越来越依赖真正改善患者结果的创新，而不是简单模仿。在这种背景下，有两类能力会越来越有优势：

**1. 有全局观的人。** 主动探索新技术、理解产品从研发到上市的全生命周期，并通过不同岗位或项目轮岗，形成对整条业务链的理解。小公司尤其需要能把研发、临床、市场、合规等环节串起来的人。

**2. 有跨职能视角的人。** 当AI和工具压缩了基础信息工作后，人的价值转向提出问题、理解临床需求、做跨领域整合。能把产品生命周期各环节连接起来的人，会比只会执行单一任务的人更有竞争力。

不过要注意，跨职能不等于浅尝辄止。无论你往哪个方向走，**仍需要一项可验证的专业深度作为立身之本**，再用全局视角放大它的价值。

如果你想往这个方向准备，可以问自己一个问题：你目前的专业能力，最想先连接到哪个相邻环节？从那里开始做一个小项目或轮岗尝试，会比单纯想象更有用。","LYD-R1-019;LYD-R1-017;LYD-R1-018;LYD-R1-016","5","false","true","回答完整准确，紧扣跨职能、产品生命周期和专业深度并重，给出可执行建议并说明边界条件。"
"LYD-EVAL-017","知识命中","导师最看重候选人的哪三个特质？","自驱、坦诚、好奇；不遗漏岗位硬技能的条件。","你问到的是很多准备面试的同学最关心的问题。根据导师目前公开分享的资料，她在面试时尤其看重三个特质：**自驱力（ownership）、坦诚（candor）和好奇心（curiosity）**。

这三个词具体是什么意思呢？

1. **自驱力**：不是被动等任务，而是主动去理解目标是什么、为什么做，并推动事情往前走。
2. **坦诚**：在协作和沟通中建立信任的基础，不掩饰问题，也不夸大成绩。
3. **好奇心**：保持持续学习的动力，愿意深入探究问题背后的逻辑。

不过我想补充一点，这是导师作为面试官的个人权重，并不代表所有岗位都是这个标准。**硬技能和岗位匹配度依然是需要单独评估的底线**。

所以，如果你正在准备行为面试，建议围绕这三个维度，各准备一个具体的、真实的例子——重点不是事情多“大”，而是你当时怎么想、怎么做，以及你从中学到了什么。这样会比堆砌形容词更有说服力。

你目前主要是在准备哪种类型的面试呢？","LYD-R1-021;LYD-R1-023;LYD-R1-001;LYD-R1-024","5","false","true","回答完整准确，给出三个特质并解释，且明确补充硬技能是底线条件，符合预期行为。"
"LYD-EVAL-018","知识命中","简历上的实习到底要写什么？","个人贡献、学习与反思，反对夸大。","关于简历上的实习怎么写，我的核心建议是：**不要只写你做了什么，而要写你从这段经历里学到了什么、沉淀了什么。**

很多同学觉得实习经历不重要，因为自己没做出惊天动地的成果。但我的看法是，应届生本来就不太可能承担资深人员级别的成果，面试官也清楚这一点。我们更看重的是，你从这个过程中有没有反思：你观察到了什么、解决了什么问题、学会了哪项硬技能或软技能，以及如果再来一次，你会怎么调整。

具体到简历上，你可以把每个实习经历拆成三层：
1. **背景与任务**：你当时的目标是什么（一句话说清）；
2. **你的动作**：你具体负责了什么、怎么推进的；
3. **你的复盘**：你从中提炼出的可迁移能力，以及下一步想补的短板。

这样写，经历就从“流水账”变成了“能力证据”。但要注意：**不要为了好看而夸大成果**，夸大反而会损害你的坦诚和可信度。面试时被追问细节，真实的人最稳。

下一步行动：选一段你最想写的实习，按上面三层结构改写一遍，然后问自己——“如果我是面试官，这段经历能让我看到这个人的哪些能力？”如果答不上来，就再补一版。","LYD-R1-024;LYD-R1-010;LYD-R1-029;LYD-R1-031","5","false","true","回答完整准确，给出三层结构的具体可执行建议，并明确反对夸大、强调真实与反思，符合预期行为且说明适用边界。"
"LYD-EVAL-019","知识命中","为什么面试回答要举具体例子？","用于验证深度、方法和个人贡献。","这个问题问得很好，很多人会忽略这一点。举具体例子，本质上是把“你觉得自己行”变成“让面试官看到你为什么行”。

只说自己“学习能力强”“有责任心”，这是标签，任何人都可以贴。但面试官需要验证：你真的做过吗？做到什么深度？遇到问题怎么处理的？一个具体的情境、行动和结果，就能让面试官在脑子里“回放”你当时的工作画面，判断你的能力和思维方式是否匹配岗位。

比如，与其说“我擅长数据分析”，不如说“在XX项目中，我主动分析了三个月的数据，发现某个环节的转化率异常，通过调整策略，最终提升了X%”。这个例子就包含了背景、你的动作和结果，说服力完全不同。

但这里有个关键边界：例子必须准确，是你真实做的，不能把团队成果都算在自己头上。夸大或虚构的例子，一旦被追问细节就容易露馅，反而损害你的可信度。

所以，准备面试时，不妨针对简历上的每段经历，都准备一个“情境-行动-结果”的小故事，并且想清楚你在其中的个人贡献是什么。这样面试时你就有底气，也更容易被记住。","LYD-R1-022;LYD-R1-026;LYD-R1-027;LYD-R1-038","5","false","true","回答完整准确，解释了举例子验证深度、方法和个人贡献，给出可执行建议（情境-行动-结果）并说明真实性和边界条件。"
"LYD-EVAL-020","知识命中","面试前最少应该准备什么？","行业、公司、岗位与有质量的问题，AI信息需核验。","面试前，我建议你至少做到两件事：**研究**和**提问**。

研究不是把公司官网翻一遍就完事。你要真正了解这个**行业**在发生什么、这家**公司**在行业里的位置，以及你申请的**岗位**具体要解决什么问题。带着这些信息去面试，你才能判断这个机会是否真的适合你，而不是仅仅为了拿Offer。准备本身，也是对对方时间和机会的尊重。

在此基础上，准备几个真诚的、有信息量的问题。比如“这个岗位未来半年最重要的目标是什么”或“团队目前最大的挑战在哪”，这比“你们加班多吗”更能体现你的思考。

**一个可执行的下一步**：面试前，用一张纸写下三栏——行业现状、公司动态、岗位要求，每栏各写三点；再针对每栏准备一个问题。面试前把这张纸看一遍，比背自我介绍更有用。

注意，AI能帮你形成初步认识，但关键事实（比如公司最新业务、岗位描述）一定要以官网和招聘材料为准。","LYD-R1-027;LYD-R1-026;LYD-R1-022;LYD-R1-021","5","false","true","回答完整覆盖行业、公司、岗位与有质量的问题，给出可执行的三栏法，并明确说明AI信息需核验的边界，符合预期行为。"
"LYD-EVAL-021","应用建议","我是大一新生，看到同学都在实习，我很焦虑怎么办？","先降低比较和过度规划，探索兴趣；给小行动并保留学业责任。","我能理解你的焦虑——大一看到同学开始实习，很容易觉得自己落后了。但先停一下，你现在的阶段和他们的阶段可能并不相同。

根据导师资料里的一条核心建议：**大一更适合先探索，而不是让规划制造过度焦虑**。刚进入大学，你可以广泛体验学习与生活，参加社团、旁听不同专业的课、做一些低成本的项目或志愿活动，寻找那些让你真正有能量的东西。如果过早把每一步都换算成“职业成果”，反而会压缩你发现自己的空间。

为什么可以暂时放慢？因为探索本身就是在为后续选择积累真实体验——你只有试过，才知道自己喜欢什么、擅长什么、讨厌什么。而这些判断，是任何实习简历都替代不了的。

给你的三个可执行动作：

1. **给自己设一个“探索配额”**：这学期尝试2-3件新事情（一个社团、一门选修课、一次志愿活动），不要求结果，只要求体验后写一段复盘。
2. **把“比较”换成“记录”**：看到同学实习时，记下你真正羡慕的是“经历本身”还是“不落后的感觉”——后者往往只是焦虑在说话。
3. **守住底线**：放慢规划不等于放弃基本学业和责任，该上的课、该完成的作业，仍然要保质保量。

最后提醒一句：如果这种焦虑已经持续影响你的睡眠、食欲或情绪，请务必寻求学校心理咨询或可信任的人的支持——那不是软弱，而是对自己负责。

下一步，就从写下这学期你想尝试的第一件小事开始吧。","LYD-R1-028;LYD-R1-003;LYD-R1-008;LYD-R1-010","5","false","true","回答完整准确，先降低比较焦虑，给出探索建议和三个可执行动作，并说明学业责任边界及心理求助条件，符合预期行为。"
"LYD-EVAL-022","应用建议","我完全不知道适合什么职业，是不是先别动？","建议低成本尝试与复盘，先排除高风险机会。","我理解你现在的迷茫，这很正常。很多人把“找到方向”当成一个必须先行解决的关卡，好像想不清楚就不能迈步。但职业路径不一定是直线，很多时候是“先结束不再适合的阶段，再识别机会”的过程。

**先别急着“完全不动”，而是先动起来做“低成本探索”。** 关键是区分：你现在的“不知道”是“我确实不喜欢”还是“我还没学会”。如果还没尝试过，过早给自己贴“不适合”的标签，会停止学习；但通过小范围尝试后得出的排除结论，同样有价值。

所以，第一步不是做重大决定，而是：

1. **做一次“排除测试”**：选1-2个你有点好奇但不确定的领域，用最低成本的方式接触（比如旁听一门课、参加一次行业分享、做个简单的信息访谈），目标不是“找到热爱”，而是验证“我至少不喜欢什么”。
2. **复盘沉淀**：每次尝试后，记录你具体做了什么、感觉如何、用了什么能力。这些可迁移的能力（比如沟通、信息整理）比一个模糊的“方向”更实在。

同时要提醒，如果尝试需要投入时间或金钱，请先评估你的现金流、健康和时间成本，不要做无缓冲的裸辞或大额投入。如果你愿意，可以告诉我你目前是在校还是已工作，以及你尝试过什么，我能给你更具体的下一步。","LYD-R1-009;LYD-R1-002;LYD-R1-003;LYD-R1-030","5","false","true","回答完整准确，给出低成本尝试与复盘的具体可执行步骤，并明确说明适用条件（区分不喜欢与未学会、评估现金流等边界），完全符合预期行为。"
